id,object_type,rights_statement,title,handle_link,format,archival_collection,notes,railroad,map_type,creator,publisher,region,waterway,states,regions,counties,cities,extent,display_date,start_date,path,files
WI 021,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Land Use Map, Wicomico, 1981",,http://vocab.lib.umd.edu/form#maps,,,,Land use maps,,Earth Satellite Corporation,,,,,Wicomico County,,1 sheet,1981,1981,land-use-map-wicomico,
WI 022,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Land Use Map, 1981",,http://vocab.lib.umd.edu/form#maps,,,,Land use maps,,Earth Satellite Corporation,,,,,Wicomico County,,1 sheet,1981,1981,land-use-map-1981,
WO 029,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Land Use Map, Worcester County, 1981",,http://vocab.lib.umd.edu/form#maps,,,,Land Use maps,,Earth Satellite Corporation,,,,,Worcester County,,1 sheet,1981,1981,land-use-map-worcester002,
WO 030,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Land Use Change,,http://vocab.lib.umd.edu/form#maps,,,,Land Use maps,,Earth Satellite Corporation,,,,,Worcester County,,1 sheet,1981,1981,land-use-change,
GT 008,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Flood Insurance Rate Map City of Gaithersburg, Maryland, Montgomery County",,http://vocab.lib.umd.edu/form#maps,,"Includes map index and panels 1, 2, 4, 5, 7.",,Thematic maps,,Federal Emergency Management Agency,,,,,Montgomery County,Gaithersburg,6 sheets,1982,1982,flood-insurance-rate-map002,
WMA 004,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Washington Metropolitan Area, 1982",,http://vocab.lib.umd.edu/form#maps,,,,Transportation maps,,Metropolitan Washington Council of Governments Transportation Planning Board,,,District of Columbia,,,,10 sheets,1982,1982,washington-metropolitan,
CH 043,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Rock Point Quadrangle,,http://vocab.lib.umd.edu/form#maps,,"Drawn 1943, Photorevised 1974, Bathymetry Added 1982. Includes portion of St. Mary's County.",,Topographic maps,,U.S. Geological Survey,,,,,Charles County,,1 sheet,1982,1982,rock-point-quadrangle,
CH 044,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Popes Creek Quadrangle,,http://vocab.lib.umd.edu/form#maps,,"Drawn 1953, Photorevised 1974, Bathymetry Added 1982",,Topographic maps,,U.S. Geological Survey,,,,,Charles County,,1 sheet,1982,1982,popes-creek-quadrangle,
CH 049,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Indian Head Quadrangle,,http://vocab.lib.umd.edu/form#maps,,"Includes portion of Fairfax County and Prince William County, Virginia.",,Topographic maps,,U.S. Geological Survey,,,,,Charles County,,1 sheet,1982,1982,indian-head-quadrangle,
HO 041,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Ellicott City Quadrangle (Orthophoto),,http://vocab.lib.umd.edu/form#maps,,"Includes large portion of Baltimore County, Maryland.",,Topographic maps,,U.S. Geological Survey,,,,,Baltimore County,,1 sheet,1982,1982,ellicott-city-quadrangle002,
DC 056,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Anacosta Quadrangle,,http://vocab.lib.umd.edu/form#maps,,"Includes larges portion of Prince George's County, Maryland.",,Topographic maps,,U.S. Geological Survey,,,District of Columbia,,Prince George's County,,1 sheet,1982,1982,anacosta-quadrangle,
DO 030,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Taylors Island Quadrangle,,http://vocab.lib.umd.edu/form#maps,,,,Topographic maps,,U.S. Geological Survey,,,,,Dorchester County,,1 sheet,1982,1982,taylors-island-quadrangle,
DO 033,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Hudson Quadrangle,,http://vocab.lib.umd.edu/form#maps,,,,Topographic maps,,U.S. Geological Survey,,,,,Dorchester County,,1 sheet,1982,1982,hudson-quadrangle,
DO 039,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Church Creek Quadrangle,,http://vocab.lib.umd.edu/form#maps,,,,Orthophoto maps,,U.S. Geological Survey,,,,,Dorchester County,,1 sheet,1982,1982,church-creek-quadrangle,
DO 041,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Chicamacomico Quadrangle (Orthophoto),,http://vocab.lib.umd.edu/form#maps,,,,Orthophoto maps,,U.S. Geological Survey,,,,,Dorchester County,,1 sheet,1982,1982,chicamacomico-quadrangle002,
DO 044,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Blackwater River Quadrangle,,http://vocab.lib.umd.edu/form#maps,,,,Orthophoto maps,,U.S. Geological Survey,,,,,Dorchester County,,1 sheet,1982,1982,blackwater-river-quadrangle,
SM 037,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Piney Point Quadrangle,,http://vocab.lib.umd.edu/form#maps,,"Includes portion of Westmoreland County, Virginia.",,Topographic maps,,U.S. Geological Survey,,Potomac River,,,St. Mary's County,,1 sheet,1982,1982,piney-point-quadrangle,
SM 041,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,East of Point Lookout Quadrangle,,http://vocab.lib.umd.edu/form#maps,,"Includes large portion of Somerset County, Maryland. No land visible, quadrangle covers section of Chesapeake Bay.",,Bathymetric maps,,U.S. Geological Survey,,Chesapeake Bay,,,Somerset County,,1 sheet,1982,1982,east-of-point-lookout,
WI 030,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Salisbury Quadrangle,,http://vocab.lib.umd.edu/form#maps,,"Includes portion of Worcester County, Maryland.",,Orthophoto maps,,U.S. Geological Survey,,,,,Wicomico County,,1 sheet,1982,1982,salisbury-quadrangle,
WI 033,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Mardela Springs Quadrangle,,http://vocab.lib.umd.edu/form#maps,,"Includes portion of Dorchester County, Maryland.",,Orthophoto maps,,U.S. Geological Survey,,,,,Wicomico County,,1 sheet,1982,1982,mardela-springs-quadrangle,
WO 046,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Ninepin Branch Quadrangle,,http://vocab.lib.umd.edu/form#maps,,"Includes part of Wicomico County, Maryland.",,Orthophoto maps,,U.S. Geological Survey,,,,,Worcester County,,1 sheet,1982,1982,ninepin-branch-quadrangle,
DO 049,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Wingate Quadrangle,,http://vocab.lib.umd.edu/form#maps,,,,Orthophoto maps,,U.S. Geological Survey,,,,,Dorchester County,,1 sheet,1982,1982,wingate-quadrangle,
MO 141,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Flood Insurance Rate Map Town of Poolesville, Maryland, Montgomery County",,http://vocab.lib.umd.edu/form#maps,,Panel 3 of 4,,Thematic maps,,Federal Emergency Management Agency,,,,,Montgomery County,,1 sheet,1982,1982,flood-insurance-rate-map004,
AA 035,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"1980 Census Map, Census Tract Boundaries, Anne Arundel County",,http://vocab.lib.umd.edu/form#maps,,,,Census maps,,Maryland State Highway Administration,,,,,Anne Arundel County,,1 sheet,1982,1982,1980-census-map-census,
AA 012,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Legislative Districts,,http://vocab.lib.umd.edu/form#maps,,,,Population maps,,Maryland State Highway Administration,,,,,Anne Arundel County,,1 sheet,1982,1982,legislative-districts,
AL 023,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Allegany County Legislative Districts,,http://vocab.lib.umd.edu/form#maps,,,,Population map,,Maryland State Highway Administration,,,,,Allegany County,,1 sheet,1982,1982,allegany-county-legislative,
AL 024,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"1980 Census Map, Census Tract Boundaries, Allegany County",,http://vocab.lib.umd.edu/form#maps,,,,Census map,,Maryland State Highway Administration,,,,,Allegany County,,1 sheet,1982,1982,1980-census-map-census002,
AL 025,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Census Map, Minor Civil Division Boundaries, Allegany County",,http://vocab.lib.umd.edu/form#maps,,,,Census map,,Maryland State Highway Administration,,,,,Allegany County,,1 sheet,1982,1982,census-map-minor-civil,
AN 007,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Zoning map for the city of Annapolis, Maryland.",,http://vocab.lib.umd.edu/form#maps,,Originally bound with: Maryland KFX1067.A52 1982.,,Zoning maps,,Annapolis (MD),,,,,,Annapolis,1 sheet,1982,1982,zoning-map-for-the-city,
BC 102,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Baltimore, Maryland",,http://vocab.lib.umd.edu/form#maps,,"Prepared in cooperation with the U.S. Department of Transportation, Federal Highway Administration.",,Transportation maps,,Maryland Department of Transportation State Highway Administration,,,,,,Baltimore City,1 sheet,"[1982, 1989]","1982, 1989",baltimore-maryland,
BA 045,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Baltimore, Maryland, 50 Mile Radius Map",,http://vocab.lib.umd.edu/form#maps,,,,Regional map,,Alexandria Drafting Company,,,,,Baltimore County,,1 sheet,1982,1982,baltimore-maryland-50,
BA 069,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Congressional Districts, 1982",,http://vocab.lib.umd.edu/form#maps,,,,Regional Map,,Maryland. State Highway Administration,,,,,Baltimore County,,1 sheet,1982,1982,congressional-districts,
BA 070,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Legislative Districts, 1982",,http://vocab.lib.umd.edu/form#maps,,,,Regional Map,,Maryland. State Highway Administration,,,,,Baltimore County,,1 sheet,1982,1982,legislative-districts,
BA 071,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"1980 Census Map, Census Tract Boundaries, Baltimore County",,http://vocab.lib.umd.edu/form#maps,,,,Population Map,,Maryland. State Highway Administration,,,,,Baltimore County,,1 sheet,1982,1982,1980-census-map-census004,
CR 023,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Mineral Resources and Mined Land Inventory of Carroll County,,http://vocab.lib.umd.edu/form#maps,,,,Mineral Resources Map,,"Kuff, Karen R.",,,,,Carroll County,,1 sheet,1982,1982,mineral-resources-and,
CB 031,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Chesapeake Bay. Satellite View,,http://vocab.lib.umd.edu/form#maps,,,,Regional Map,,Earth Satellite Corporation,,Chesapeake Bay,,,,,1 sheet,1982,1982,chesapeake-bay.-satellite,
CP 013,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,College Park Route 1 North Study,,http://vocab.lib.umd.edu/form#maps,,"Originally bound with Maryland State doc.: NCPPC, .5, College Park Route 1 North Study.",,Transportation maps,,Maryland-National Capital Park and Planning Commission,,,,,,College Park,2 sheets,1982,1982,college-park-route-1-north,
DC 047,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Washington D.C. 50 Mile Radius Map,,http://vocab.lib.umd.edu/form#maps,,,,Transportation maps,,Alexandria Drafting Company,,,District of Columbia,,,,1 sheet,1982,1982,washington-d.c.-50-mile,
ES 029,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Geohydrology of the Fresh-water Aquifer System,,http://vocab.lib.umd.edu/form#maps,,Originally bound with: Maryland QE121.A22 no. 37 folio,,Hydrologic Map,,"Weigle, James M.",,,,Eastern Shore,,,5 sheets,1982,1982,geohydrology-of-the-fresh-water,
HO 029,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"General Plan, Howard County",,http://vocab.lib.umd.edu/form#maps,,,,Land use maps,,Howard County (Md.) Office of Planning Zoning,,,,,Howard County,,1 sheet,1982,1982,general-plan-howard-county,
KE 100,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,ADC's Kent County Street Map,,http://vocab.lib.umd.edu/form#maps,,"Shelved in Maryland Folio G1273.K4A34. Years: 1982, 1984, 1987, 1990, 1994, 1998, 2004.",,Transportation maps,,Alexandria Drafting Company,,,,,Kent County,,7 sheets,1982/2004,1982,adc39s-kent-county,
MD 130,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Legislative District Map as Enacted by House Joint Resolution 32,,http://vocab.lib.umd.edu/form#maps,,Resolution dated 2/26/82.,,Regional maps,,Maryland. Dept. of State Planning,,,Maryland,,,,1 sheet,1982,1982,legislative-district-map,
MD 124,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Boating Maryland Waters,,http://vocab.lib.umd.edu/form#maps,,,,Transportation maps,,Alexandria Drafting Company,,,Maryland,,,,1 sheet,1982,1982,boating-maryland-waters,
MO 082,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Damascus Master Plan,,http://vocab.lib.umd.edu/form#maps,,Originally bound with Maryland State Document: Maryland-National Capital Park and Planning Commission. .4 Master plan: Damascus,,Land use maps,,Maryland-National Capital Park and Planning Commission,,,,,Montgomery County,,1 sheet,1982,1982,damascus-master-plan,
PG 019,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"General Plan of the Maryland-Washington Regional District within Prince George's County, 1982",,http://vocab.lib.umd.edu/form#maps,,"Originally bound with: Maryland HT393.M32P931 1982. Approved March, 1982.",,Land use maps,,Maryland-National Capital Park and Planning Commission,,,,,Prince George's County,,1 sheet,1982,1982,general-plan-of-the-maryland-washington002,
SO 020,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"1980 Census Map, Minor Civil Division Boundaries, Somerset County, Maryland",,http://vocab.lib.umd.edu/form#maps,,,,Census maps,,Maryland State Highway Administration,,,,,Somerset County,,1 sheet,1982,1982,1980-census-map-minor009,
SO 019,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Legislative Districts, 1982 (Somerset County)",,http://vocab.lib.umd.edu/form#maps,,,,Regional maps,,Maryland State Highway Administration,,,,,Somerset County,,1 sheet,1982,1982,legislative-districts015,
TP 008,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,City of Takoma Park Master Plan,,http://vocab.lib.umd.edu/form#maps,,Originally Bound with: Maryland HT168.T3M37 1982 Folio,,Regional maps,,Maryland - National Capital Park and Planning Commission,,,,,,Takoma Park,1 sheet,1982,1982,city-of-takoma-park-master,
WA 023,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Legislative Districts, 1982 (Washington County)",,http://vocab.lib.umd.edu/form#maps,,,,Regional maps,,Maryland State Highways Administration,,,,,Washington County,,1 sheet,1982,1982,legislative-districts018,
WA 024,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"1980 Census Map, Census Tract Boundaries, Washington County, Maryland",,http://vocab.lib.umd.edu/form#maps,,,,Census maps,,Maryland State Highway Administration,,,,,Washington County,,1 sheet,1982,1982,1980-census-map-census013,
WA 025,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"1980 Census Map, Minor Civil Division Boundaries, Washington County, Maryland",,http://vocab.lib.umd.edu/form#maps,,,,Census maps,,Maryland State Highway Administration,,,,,Washington County,,1 sheet,1982,1982,1980-census-map-minor011,
WO 026,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Legislative Districts, 1982(2)",,http://vocab.lib.umd.edu/form#maps,,,,Population maps,,Maryland State Highway Administration,,,,,Worcester County,,1 sheet,1982,1982,legislative-districts020,
WO 027,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"1980 Census Map, Minor Civil Division Boundaries, Worcester County",,http://vocab.lib.umd.edu/form#maps,,,,Census maps,,Maryland State Highway Administration,,,,,Worcester County,,1 sheet,1982,1982,1980-census-map-minor013,
DC 051,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Washington, D.C.",,http://vocab.lib.umd.edu/form#maps,,,,Pictorial maps,,Archar Inc.,,,District of Columbia,,,,1 sheet,1983,1983,washington-d.c.,
SO 037,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Eden Quadrangle (Orthophoto),,http://vocab.lib.umd.edu/form#maps,,"Includes large portion of Wicomico County, Maryland",,Orthophoto maps,,U.S. Geological Survey,,,,,Somerset County,,1 sheet,1983,1983,eden-quadrangle-orthophoto,
WI 026,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Wetipquin Quadrangle,,http://vocab.lib.umd.edu/form#maps,,,,Orthophoto maps,,U.S. Geological Survey,,,,,Wicomico County,,1 sheet,1983,1983,wetipquin-quadrangle,
WI 032,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Nanticoke Quadrangle,,http://vocab.lib.umd.edu/form#maps,,"Includes large portion of Dorchester County, Maryland.",,Orthophoto maps,,U.S. Geological Survey,,,,,Dorchester County,,1 sheet,1983,1983,nanticoke-quadrangle,
BA 077,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Maryland: Phoenix Quadrangle,,http://vocab.lib.umd.edu/form#maps,,,,Quadrangle Map,,Maryland Geological Survey,,,,,Baltimore County,,5 sheets,1983,1983,maryland-phoenix-quadrangle,
MD 144,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Maryland Aeronautical Chart,,http://vocab.lib.umd.edu/form#maps,,,,Aeronautical charts,,Maryland. State Aviation Administration,,,Maryland,,,,1 sheet,1983,1983,maryland-aeronautical,
MD 140,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Water Use in Maryland,,http://vocab.lib.umd.edu/form#maps,,,,Thematic maps,,"Wheeler, Judith C.",,,Maryland,,,,1 sheet,1983,1983,water-use-in-maryland,maryland-maps/maps/2008/12/md140d1.jpg/md140d1_original.jpg
MD 145,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Characteristics of Stream Flow in Maryland,,http://vocab.lib.umd.edu/form#maps,,Originally bound with: Maryland QE121.A22 no. 35.,,Hydrologic maps,,"Carpenter, David H.",,,Maryland,,,,9 sheets,1983,1983,characteristics-of-stream,
MO 085,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Master Plan: Master Plan for the Bethesda-Chevy Chase,,http://vocab.lib.umd.edu/form#maps,,,,Land use maps,,Maryland-National Capital Park and Planning Commission,,,,,Montgomery County,,2 sheets,1983,1983,master-plan-master-plan,
MO 086,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Seneca Creek Basin: Hydrologic Segments and Output Locations,,http://vocab.lib.umd.edu/form#maps,,,,Watershed maps,,Maryland-National Capital Park and Planning Commission,,,,,Montgomery County,,1 sheet,1983,1983,seneca-creek-basin-hydrologic,
PG 046,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Preliminary Functional Master Plan for Public School Sites,,http://vocab.lib.umd.edu/form#maps,,Originally bound with: Maryland LB322.M37 1983.,,Land use maps,,Maryland-National Capital Park and Planning Commission,,,,,Prince George's County,,1 sheet,1983,1983,preliminary-functional,
PG 051,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Existing Situation, Public School Sites",,http://vocab.lib.umd.edu/form#maps,,"Originally bound with Maryland State Document: Md. NCPPC, .4 Master Plan Public School sites in Prince George's County.",,Land use maps,,Maryland-National Capital Park and Planning Commission,,,,,Prince George's County,,1 sheet,1983,1983,existing-situation-public,
PG 110,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Sectional Map Amendment Proposal (Henson Creek), Sub-region VII",,http://vocab.lib.umd.edu/form#maps,,"For an earlier version of this map, see P.G. 050. Originally bound with: Maryland KFM1799.P2Z625 1983.",,Land use maps,,Maryland-National Capital Park and Planning Commission,,,,,Prince George's County,,1 sheet,1983,1983,sectional-map-amendment,
PG 050,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Sectional Map Amendment Proposal [Henson Creek] Sub-region VII.,,http://vocab.lib.umd.edu/form#maps,,,,Land use maps,,Maryland - National Capital Park and Planning Commission,,,,,Prince George's County,,1 sheet,1983,1983,sectional-map-amendment002,
ROC 010,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"200 Scale Base Maps of Rockville, Maryland",,http://vocab.lib.umd.edu/form#maps,,"Revised maps from originals made in November 1974. Includes File D-3, E-3, E-4, and F-4.",,Regional maps,,Department of Public Works City of Rockville,,,,,,Rockville,4 sheets,1983,1983,200-scale-base-maps-of,
SMD 026,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Southern Maryland. Locations of Selected Observation Wells in the Piney Point - Nanjemoy Aquifer,,http://vocab.lib.umd.edu/form#maps,,Originally bound with: Maryland QE121.A22 no.38 plate 13.,,Hydrologic maps,,"Chapelle, Francis and David Drummond",,,,Southern Maryland,,,1 sheet,1983,1983,southern-maryland.-locations,
SMD 014,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Southern Maryland. Cross Section A-A' Showing Major Hydrologic Units,,http://vocab.lib.umd.edu/form#maps,,Originally bound with: Maryland QE121.A22 no.38 plate 1.,,Hydrologic maps,,"Chapelle, Francis and David Drummond",,,,Southern Maryland,,,1 sheet,1983,1983,southern-maryland.-cross,
SMD 024,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Southern Maryland. Map Showing Simulated Pre-pumping, 1952, and 1980 Potentiometric Surfaces of the Piney Point - Nanjemoy Aquifer Superimposed",,http://vocab.lib.umd.edu/form#maps,,Originally bound with: Maryland QE121.A22 no.38 plate 11.,,Hydrologic maps,,"Chapelle, Francis and David Drummond",,,,Southern Maryland,,,1 sheet,1983,1983,southern-maryland.-map,
SMD 023,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Southern Maryland. Map Showing Simulated Pre-pumping, 1952, and 1980 Potentiometric Surfaces of the Aquia Aquifer Superimposed on Measured Water Level",,http://vocab.lib.umd.edu/form#maps,,Originally bound with: Maryland QE121.A22 no.38 plate 10.,,Hydrologic maps,,"Chapelle, Francis and David Drummond",,,,Southern Maryland,,,1 sheet,1983,1983,southern-maryland.-map002,
SMD 022,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Southern Maryland. Map Showing the Potentiometric Surface of the Water-table Aquifer,,http://vocab.lib.umd.edu/form#maps,,Originally bound with: Maryland QE121.A22 no.38 plate 9.,,Hydrologic maps,,"Chapelle, Francis and David Drummond",,,,Southern Maryland,,,1 sheet,1983,1983,southern-maryland.-map003,
SMD 021,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Southern Maryland. Map Showing the Potentiometric Surface of the Piney Point - Nanjemoy Aquifer, May 19-23 1980",,http://vocab.lib.umd.edu/form#maps,,Originally bound with: Maryland QE121.A22 no.38 plate 8.,,Hydrologic maps,,"Chapelle, Francis and David Drummond",,,,Southern Maryland,,,1 sheet,1983,1983,southern-maryland.-map004,
SMD 020,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Southern Maryland. Map Showing the Potentiometric Surface of the Piney Point - Nanjemoy Aquifer, 1952",,http://vocab.lib.umd.edu/form#maps,,Originally bound with: Maryland QE121.A22 no.38 plate 7.,,Hydrologic maps,,"Chapelle, Francis and David Drummond",,,,Southern Maryland,,,1 sheet,1983,1983,southern-maryland.-map005,
SMD 019,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Southern Maryland. Map Showing the Approximate Pre-Pumping Potentiometric Surface of the Piney Point - Nanjemoy Aquifer,,http://vocab.lib.umd.edu/form#maps,,Originally bound with: Maryland QE121.A22 no.38 plate 6.,,Hydrologic maps,,"Chapelle, Francis and David Drummond",,,,Southern Maryland,,,1 sheet,1983,1983,southern-maryland.-map006,
SMD 018,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Southern Maryland. Map Showing the Potentiometric Surface of the Aquia Aquifer, May 19-23, 1980",,http://vocab.lib.umd.edu/form#maps,,Originally bound with: Maryland QE121.A22 no.38 plate 5.,,Hydrologic maps,,"Chapelle, Francis and David Drummond",,,,Southern Maryland,,,1 sheet,1983,1983,southern-maryland.-map007,
SMD 017,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Southern Maryland. Map Showing the Potentiometric Surface of the Aquia Aquifer, 1952",,http://vocab.lib.umd.edu/form#maps,,Originally bound with: Maryland QE121.A22 no.38 plate 4.,,Hydrologic maps,,"Chapelle, Francis and David Drummond",,,,Southern Maryland,,,1 sheet,1983,1983,southern-maryland.-map008,
SMD 016,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Southern Maryland. Map Showing the Approximate Pre-Pumping Potentiometric Surface of the Aquia Aquifer,,http://vocab.lib.umd.edu/form#maps,,Originally bound with: Maryland QE121.A22 no.38 plate 3.,,Hydrologic maps,,"Chapelle, Francis and David Drummond",,,,Southern Maryland,,,1 sheet,1983,1983,southern-maryland.-map009,
SMD 025,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Southern Maryland. Locations of Selected Observation Wells in the Aquia Aquifer,,http://vocab.lib.umd.edu/form#maps,,Originally bound with: Maryland QE121.A22 no.38 plate 12.,,Hydrologic maps,,"Chapelle, Francis and David Drummond",,,,Southern Maryland,,,1 sheet,1983,1983,southern-maryland.-locations002,
SMD 015,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Southern Maryland. Cross Section B-B' Showing Major Hydrogeolic Units,,http://vocab.lib.umd.edu/form#maps,,Originally bound with: Maryland QE121.A22 no.38 plate 2.,,Hydrologic maps,,"Chapelle, Francis and David Drummond",,,,Southern Maryland,,,1 sheet,1983,1983,southern-maryland.-cross002,
CR 050,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Manchester Quadrangle,,http://vocab.lib.umd.edu/form#maps,,"Includes portion of York County, Pennsylvania. Photo revised 1971, photoinspected 1984.",,Topographic maps,,U.S. Geological Survey,,,,,Carroll County,,1 sheet,1984,1984,manchester-quadrangle,
CR 051,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Littlestown Quadrangle,,http://vocab.lib.umd.edu/form#maps,,"Includes portion of Adams County, Pennsylvania. Photorevised 1971, photoinspected 1984.",,Topographic maps,,U.S. Geological Survey,,,,,Carroll County,,1 sheet,1984,1984,littlestown-quadrangle,
